_id,Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
3557,2012,Inyo,15,Asthma in Younger Adults (Age 18-39),0,5935,0,0,,,,,,
3558,2013,Inyo,15,Asthma in Younger Adults (Age 18-39),,,16.8,18,,,,,,
3559,2014,Inyo,15,Asthma in Younger Adults (Age 18-39),0,5233,0,0,,,,,,
3560,2015,Inyo,15,Asthma in Younger Adults (Age 18-39),0,5083,0,0,,,,,,
3561,2016,Inyo,15,Asthma in Younger Adults (Age 18-39),,,,,0,"4,160",0,0,,
3562,2017,Inyo,15,Asthma in Younger Adults (Age 18-39),,,,,,,47.9,48.8,1,Cell suppressed for small numbers
3563,2018,Inyo,15,Asthma in Younger Adults (Age 18-39),,,,,,,47.1,47.7,1,Cell suppressed for small numbers
3564,2019,Inyo,15,Asthma in Younger Adults (Age 18-39),,,,,0,"4,303",0,0,,
3565,2020,Inyo,15,Asthma in Younger Adults (Age 18-39),,,,,0,"4,531",0,0,,
3566,2021,Inyo,15,Asthma in Younger Adults (Age 18-39),,,,,0,"4,520",0,0,,
3567,2005,Inyo,16,Lower-Extremity Amputation (Diabetes),3,14549,20.6,16.7,,,,,,
3568,2006,Inyo,16,Lower-Extremity Amputation (Diabetes),2,14456,13.8,11.3,,,,,,
3569,2007,Inyo,16,Lower-Extremity Amputation (Diabetes),3,14505,20.7,16.8,,,,,,
3570,2008,Inyo,16,Lower-Extremity Amputation (Diabetes),1,14485,6.9,5.5,,,,,,
3571,2009,Inyo,16,Lower-Extremity Amputation (Diabetes),2,14651,13.7,11,,,,,,
3572,2010,Inyo,16,Lower-Extremity Amputation (Diabetes),1,14670,6.8,5.5,,,,,,
3573,2011,Inyo,16,Lower-Extremity Amputation (Diabetes),1,14640,6.8,5.4,,,,,,
3574,2012,Inyo,16,Lower-Extremity Amputation (Diabetes),1,16277,6.1,5.4,,,,,,
3575,2013,Inyo,16,Lower-Extremity Amputation (Diabetes),1,16250,6.2,5.3,,,,,,
3576,2014,Inyo,16,Lower-Extremity Amputation (Diabetes),1,15730,6.4,5.3,,,,,,
3577,2015,Inyo,16,Lower-Extremity Amputation (Diabetes),2,12814,15.6,13.8,,,,,,
3578,2016,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,1,"14,211",7,6.6,,
3579,2017,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,7,"14,164",49.4,46.1,,
3580,2018,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,3,"14,208",21.1,19.6,,
3581,2019,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,3,"14,295",21,19.5,,
3582,2020,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,5,"15,043",33.2,30.9,,
3583,2021,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,7,"15,011",46.6,43.4,,
3584,2005,Inyo,90,Prevention Quality Overall Composite,204,14549,1402.2,1104.2,,,,,,
3585,2006,Inyo,90,Prevention Quality Overall Composite,199,14458,1376.4,1104.6,,,,,,
3586,2007,Inyo,90,Prevention Quality Overall Composite,191,14505,1316.8,1054.8,,,,,,
3587,2008,Inyo,90,Prevention Quality Overall Composite,177,14485,1222,980.7,,,,,,
3588,2009,Inyo,90,Prevention Quality Overall Composite,169,14651,1153.5,927.5,,,,,,
3589,2010,Inyo,90,Prevention Quality Overall Composite,154,14670,1049.8,845.9,,,,,,
3590,2011,Inyo,90,Prevention Quality Overall Composite,132,14640,901.6,713.1,,,,,,
3591,2012,Inyo,90,Prevention Quality Overall Composite,150,16277,921.5,797.6,,,,,,
3592,2013,Inyo,90,Prevention Quality Overall Composite,113,16251,695.3,592.9,,,,,,
3593,2014,Inyo,90,Prevention Quality Overall Composite,141,15730,896.4,743.2,,,,,,
3594,2015,Inyo,90,Prevention Quality Overall Composite,96,12814,749.2,647.4,,,,,,
3595,2016,Inyo,90,Overall Composite,,,,,80,"14,212",562.9,495.5,,
3596,2017,Inyo,90,Overall Composite,,,,,114,"14,164",804.9,707.5,,
3597,2018,Inyo,90,Overall Composite,,,,,120,"14,208",844.6,736.1,,
3598,2019,Inyo,90,Overall Composite,,,,,156,"14,295",1091.3,944.4,,
3599,2020,Inyo,90,Overall Composite,,,,,123,"15,043",817.7,725.1,,
3600,2021,Inyo,90,Overall Composite,,,,,98,"15,011",652.9,577.5,,
3601,2005,Inyo,91,Prevention Quality Acute Composite,102,14549,701.1,538.7,,,,,,
3602,2006,Inyo,91,Prevention Quality Acute Composite,105,14458,726.2,570.6,,,,,,
3603,2007,Inyo,91,Prevention Quality Acute Composite,108,14505,744.6,584.1,,,,,,
3604,2008,Inyo,91,Prevention Quality Acute Composite,93,14485,642,507.2,,,,,,
3605,2009,Inyo,91,Prevention Quality Acute Composite,84,14651,573.3,453.5,,,,,,
3606,2010,Inyo,91,Prevention Quality Acute Composite,66,14670,449.9,357,,,,,,
3607,2011,Inyo,91,Prevention Quality Acute Composite,69,14640,471.3,365.6,,,,,,
3608,2012,Inyo,91,Prevention Quality Acute Composite,74,16277,454.6,386.2,,,,,,
3609,2013,Inyo,91,Prevention Quality Acute Composite,58,16251,356.9,298.5,,,,,,
3610,2014,Inyo,91,Prevention Quality Acute Composite,64,15730,406.9,331.4,,,,,,
3611,2015,Inyo,91,Prevention Quality Acute Composite,34,12814,265.3,224.2,,,,,,
3612,2016,Inyo,91,Acute Composite,,,,,45,"14,211",316.7,262.8,,
3613,2017,Inyo,91,Acute Composite,,,,,40,"14,164",282.4,233.9,,
3614,2018,Inyo,91,Acute Composite,,,,,35,"14,208",246.3,202,,
3615,2019,Inyo,91,Acute Composite,,,,,65,"14,295",454.7,369.2,,
3616,2020,Inyo,91,Acute Composite,,,,,55,"15,043",365.6,307.8,,
3617,2021,Inyo,91,Acute Composite,,,,,34,"15,011",226.5,190,,
3618,2005,Inyo,92,Prevention Quality Chronic Composite,102,14549,701.1,560.8,,,,,,
3619,2006,Inyo,92,Prevention Quality Chronic Composite,94,14456,650.2,529.1,,,,,,
3620,2007,Inyo,92,Prevention Quality Chronic Composite,83,14505,572.2,464.4,,,,,,
3621,2008,Inyo,92,Prevention Quality Chronic Composite,84,14485,579.9,470.1,,,,,,
3622,2009,Inyo,92,Prevention Quality Chronic Composite,85,14651,580.2,471.4,,,,,,
3623,2010,Inyo,92,Prevention Quality Chronic Composite,88,14670,599.9,488.1,,,,,,
3624,2011,Inyo,92,Prevention Quality Chronic Composite,63,14640,430.3,344.6,,,,,,
3625,2012,Inyo,92,Prevention Quality Chronic Composite,76,16277,466.9,408.9,,,,,,
3626,2013,Inyo,92,Prevention Quality Chronic Composite,55,16250,338.5,292.2,,,,,,
3627,2014,Inyo,92,Prevention Quality Chronic Composite,77,15730,489.5,410.4,,,,,,
3628,2015,Inyo,92,Prevention Quality Chronic Composite,62,12814,483.8,424.1,,,,,,
3629,2016,Inyo,92,Chronic Composite,,,,,35,"14,212",246.3,220.9,,
3630,2017,Inyo,92,Chronic Composite,,,,,74,"14,164",522.5,468,,
3631,2018,Inyo,92,Chronic Composite,,,,,85,"14,208",598.3,531.7,,
3632,2019,Inyo,92,Chronic Composite,,,,,91,"14,295",636.6,562.2,,
3633,2020,Inyo,92,Chronic Composite,,,,,68,"15,043",452,407.5,,
3634,2021,Inyo,92,Chronic Composite,,,,,64,"15,011",426.4,383.5,,
3635,2016,Inyo,93,Diabetes Composite,,,,,14,"14,212",98.5,95.5,,
3636,2017,Inyo,93,Diabetes Composite,,,,,32,"14,164",225.9,219.2,,
3637,2018,Inyo,93,Diabetes Composite,,,,,33,"14,208",232.3,224.8,,
3638,2019,Inyo,93,Diabetes Composite,,,,,29,"14,295",202.9,196.3,,
3639,2020,Inyo,93,Diabetes Composite,,,,,24,"15,043",159.5,154.8,,
3640,2021,Inyo,93,Diabetes Composite,,,,,30,"15,011",199.9,194,,
3641,2005,Kern,1,Diabetes Short-term Complications,366,526395,69.5,65.5,,,,,,
3642,2006,Kern,1,Diabetes Short-term Complications,316,544084,58.1,54.7,,,,,,
3643,2007,Kern,1,Diabetes Short-term Complications,396,557795,71,66.9,,,,,,
3644,2008,Kern,1,Diabetes Short-term Complications,485,568635,85.3,80.5,,,,,,
3645,2009,Kern,1,Diabetes Short-term Complications,428,578043,74,70,,,,,,
3646,2010,Kern,1,Diabetes Short-term Complications,494,587730,84.1,79.5,,,,,,
3647,2011,Kern,1,Diabetes Short-term Complications,558,597565,93.4,88.4,,,,,,
3648,2012,Kern,1,Diabetes Short-term Complications,547,576340,94.9,92,,,,,,
3649,2013,Kern,1,Diabetes Short-term Complications,557,583929,95.4,92.6,,,,,,
3650,2014,Kern,1,Diabetes Short-term Complications,565,622019,90.8,86.9,,,,,,
3651,2015,Kern,1,Diabetes Short-term Complications,427,441243,96.8,95.3,,,,,,
3652,2016,Kern,1,Diabetes Short-term Complications,,,,,280,"623,722",44.9,30,,
3653,2017,Kern,1,Diabetes Short-term Complications,,,,,335,"629,153",53.2,35.7,,
3654,2018,Kern,1,Diabetes Short-term Complications,,,,,572,"635,272",90,60.6,,
3655,2019,Kern,1,Diabetes Short-term Complications,,,,,721,"640,390",112.6,75.9,,
3656,2020,Kern,1,Diabetes Short-term Complications,,,,,738,"646,260",114.2,77,,
3657,2021,Kern,1,Diabetes Short-term Complications,,,,,729,"654,271",111.4,75.2,,
3658,2005,Kern,2,Perforated Appendix,164,522,31.4,34.1,,,,,,
3659,2006,Kern,2,Perforated Appendix,187,557,33.6,37.1,,,,,,
3660,2007,Kern,2,Perforated Appendix,182,590,30.8,34,,,,,,
3661,2008,Kern,2,Perforated Appendix,157,592,26.5,29.3,,,,,,
3662,2009,Kern,2,Perforated Appendix,191,733,26.1,29.8,,,,,,
3663,2010,Kern,2,Perforated Appendix,162,752,21.5,24.5,,,,,,
3664,2011,Kern,2,Perforated Appendix,157,791,19.8,22.1,,,,,,
3665,2012,Kern,2,Perforated Appendix,175,734,23.8,27.1,,,,,,
3666,2013,Kern,2,Perforated Appendix,189,709,26.7,30.3,,,,,,
3667,2014,Kern,2,Perforated Appendix,149,685,21.8,23.8,,,,,,
3668,2015,Kern,2,Perforated Appendix,131,479,27.3,30.1,,,,,,
3669,2005,Kern,3,Diabetes Long-term Complications,659,526395,125.2,146.2,,,,,,
3670,2006,Kern,3,Diabetes Long-term Complications,704,544084,129.4,151.3,,,,,,
3671,2007,Kern,3,Diabetes Long-term Complications,653,557795,117.1,136.6,,,,,,
3672,2008,Kern,3,Diabetes Long-term Complications,615,568635,108.2,125.7,,,,,,
3673,2009,Kern,3,Diabetes Long-term Complications,711,578043,123,142.4,,,,,,
3674,2010,Kern,3,Diabetes Long-term Complications,776,587730,132,152.1,,,,,,
3675,2011,Kern,3,Diabetes Long-term Complications,809,597565,135.4,155.5,,,,,,
3676,2012,Kern,3,Diabetes Long-term Complications,692,576340,120.1,132,,,,,,
3677,2013,Kern,3,Diabetes Long-term Complications,787,583929,134.8,147.7,,,,,,
3678,2014,Kern,3,Diabetes Long-term Complications,738,622019,118.6,133.2,,,,,,
3679,2015,Kern,3,Diabetes Long-term Complications,582,441243,131.9,140.6,,,,,,
3680,2016,Kern,3,Diabetes Long-term Complications,,,,,618,"623,722",99.1,76.3,,
3681,2017,Kern,3,Diabetes Long-term Complications,,,,,801,"629,153",127.3,97.6,,
3682,2018,Kern,3,Diabetes Long-term Complications,,,,,766,"635,272",120.6,92,,
3683,2019,Kern,3,Diabetes Long-term Complications,,,,,782,"640,390",122.1,92.7,,
3684,2020,Kern,3,Diabetes Long-term Complications,,,,,716,"646,260",110.8,83.5,,
3685,2021,Kern,3,Diabetes Long-term Complications,,,,,779,"654,271",119.1,89.7,,
3686,2005,Kern,5,COPD or Asthma in Older Adults (Age 40+),1318,282491,466.6,527.5,,,,,,
3687,2006,Kern,5,COPD or Asthma in Older Adults (Age 40+),1332,291090,457.6,518.3,,,,,,
3688,2007,Kern,5,COPD or Asthma in Older Adults (Age 40+),1461,298217,489.9,553.6,,,,,,
3689,2008,Kern,5,COPD or Asthma in Older Adults (Age 40+),1684,304744,552.6,621.8,,,,,,
3690,2009,Kern,5,COPD or Asthma in Older Adults (Age 40+),1865,310306,601,672.7,,,,,,
3691,2010,Kern,5,COPD or Asthma in Older Adults (Age 40+),1806,316507,570.6,635.5,,,,,,
3692,2011,Kern,5,COPD or Asthma in Older Adults (Age 40+),1952,321260,607.6,671.4,,,,,,
3693,2012,Kern,5,COPD or Asthma in Older Adults (Age 40+),1802,323897,556.3,607.8,,,,,,
3694,2013,Kern,5,COPD or Asthma in Older Adults (Age 40+),1570,327426,479.5,518.2,,,,,,
3695,2014,Kern,5,COPD or Asthma in Older Adults (Age 40+),1573,342855,458.8,505.9,,,,,,
3696,2015,Kern,5,COPD or Asthma in Older Adults (Age 40+),1170,252788,462.8,491.7,,,,,,
3697,2016,Kern,5,COPD or Asthma in Older Adults (Age 40+),,,,,"1,445","337,042",428.7,318.2,,
3698,2017,Kern,5,COPD or Asthma in Older Adults (Age 40+),,,,,"1,491","340,657",437.7,321.7,,
3699,2018,Kern,5,COPD or Asthma in Older Adults (Age 40+),,,,,"1,086","344,419",315.3,229.6,,
3700,2019,Kern,5,COPD or Asthma in Older Adults (Age 40+),,,,,"1,089","348,149",312.8,226,,
3701,2020,Kern,5,COPD or Asthma in Older Adults (Age 40+),,,,,722,"353,550",204.2,148.8,,
3702,2021,Kern,5,COPD or Asthma in Older Adults (Age 40+),,,,,535,"357,827",149.5,108.8,,
3703,2005,Kern,7,Hypertension,134,526395,25.5,30.5,,,,,,
3704,2006,Kern,7,Hypertension,143,544084,26.3,31.6,,,,,,
3705,2007,Kern,7,Hypertension,211,557795,37.8,45.4,,,,,,
3706,2008,Kern,7,Hypertension,240,568635,42.2,50.6,,,,,,
3707,2009,Kern,7,Hypertension,260,578043,45,53.8,,,,,,
3708,2010,Kern,7,Hypertension,245,587730,41.7,49.7,,,,,,
3709,2011,Kern,7,Hypertension,247,597565,41.3,49.2,,,,,,
3710,2012,Kern,7,Hypertension,261,576340,45.3,51.5,,,,,,
3711,2013,Kern,7,Hypertension,163,583929,27.9,31.7,,,,,,
3712,2014,Kern,7,Hypertension,195,622019,31.3,36.6,,,,,,
3713,2015,Kern,7,Hypertension,149,441243,33.8,37.3,,,,,,
3714,2016,Kern,7,Hypertension,,,,,225,"623,722",36.1,27.1,,
3715,2017,Kern,7,Hypertension,,,,,314,"629,153",49.9,37.2,,
3716,2018,Kern,7,Hypertension,,,,,301,"635,272",47.4,35.2,,
3717,2019,Kern,7,Hypertension,,,,,265,"640,390",41.4,30.5,,
3718,2020,Kern,7,Hypertension,,,,,249,"646,260",38.5,28.5,,
3719,2021,Kern,7,Hypertension,,,,,285,"654,271",43.6,32.2,,
3720,2005,Kern,8,Heart Failure,1877,526395,356.6,486.7,,,,,,
3721,2006,Kern,8,Heart Failure,1951,544084,358.6,491.9,,,,,,
3722,2007,Kern,8,Heart Failure,1857,557795,332.9,455.7,,,,,,
3723,2008,Kern,8,Heart Failure,1676,568635,294.7,401.4,,,,,,
3724,2009,Kern,8,Heart Failure,1711,578043,296,400.9,,,,,,
3725,2010,Kern,8,Heart Failure,1893,587730,322.1,432.3,,,,,,
3726,2011,Kern,8,Heart Failure,1832,597565,306.6,408,,,,,,
3727,2012,Kern,8,Heart Failure,1863,576340,323.2,407.9,,,,,,
3728,2013,Kern,8,Heart Failure,1955,583929,334.8,418.4,,,,,,
3729,2014,Kern,8,Heart Failure,1803,622019,289.9,378.1,,,,,,
3730,2015,Kern,8,Heart Failure,1462,441243,331.3,398,,,,,,
3731,2016,Kern,8,Heart Failure,,,,,"2,238","623,722",358.8,349,,
3732,2017,Kern,8,Heart Failure,,,,,"2,442","629,153",388.1,372.2,,
3733,2018,Kern,8,Heart Failure,,,,,"2,431","635,272",382.7,362.4,,
3734,2019,Kern,8,Heart Failure,,,,,"2,555","640,390",399,373.2,,
3735,2020,Kern,8,Heart Failure,,,,,"2,219","646,260",343.4,325.7,,
3736,2021,Kern,8,Heart Failure,,,,,"2,261","654,271",345.6,327.1,,
3737,2005,Kern,10,Dehydration,618,526395,117.4,151.4,,,,,,
3738,2006,Kern,10,Dehydration,659,544084,121.1,156.9,,,,,,
3739,2007,Kern,10,Dehydration,858,557795,153.8,199,,,,,,
3740,2008,Kern,10,Dehydration,796,568635,140,180.4,,,,,,
3741,2009,Kern,10,Dehydration,669,578043,115.7,148.5,,,,,,
3742,2010,Kern,10,Dehydration,626,587730,106.5,135.8,,,,,,
3743,2011,Kern,10,Dehydration,738,597565,123.5,156.4,,,,,,
3744,2012,Kern,10,Dehydration,660,576340,114.5,139,,,,,,
3745,2013,Kern,10,Dehydration,636,583929,108.9,131.2,,,,,,
3746,2014,Kern,10,Dehydration,582,622019,93.6,116.7,,,,,,
3747,2015,Kern,10,Dehydration,480,441243,108.8,126.9,,,,,,
3748,2005,Kern,11,Community-Acquired Pneumonia,2225,526395,422.7,548.6,,,,,,
3749,2006,Kern,11,Community-Acquired Pneumonia,1836,544084,337.4,440.1,,,,,,
3750,2007,Kern,11,Community-Acquired Pneumonia,1734,557795,310.9,404.9,,,,,,
3751,2008,Kern,11,Community-Acquired Pneumonia,1867,568635,328.3,426,,,,,,
3752,2009,Kern,11,Community-Acquired Pneumonia,1739,578043,300.8,388.6,,,,,,
3753,2010,Kern,11,Community-Acquired Pneumonia,1607,587730,273.4,350.7,,,,,,
3754,2011,Kern,11,Community-Acquired Pneumonia,1563,597565,261.6,333.2,,,,,,
3755,2012,Kern,11,Community-Acquired Pneumonia,1261,576340,218.8,266.3,,,,,,
3756,2013,Kern,11,Community-Acquired Pneumonia,1307,583929,223.8,270.2,,,,,,
3757,2014,Kern,11,Community-Acquired Pneumonia,1110,622019,178.5,223.5,,,,,,
3758,2015,Kern,11,Community-Acquired Pneumonia,948,441243,214.8,250.8,,,,,,
3759,2016,Kern,11,Community-Acquired Pneumonia,,,,,"1,167","623,722",187.1,171.2,,
3760,2017,Kern,11,Community-Acquired Pneumonia,,,,,"1,080","629,153",171.7,155,,
3761,2018,Kern,11,Community-Acquired Pneumonia,,,,,993,"635,272",156.3,139.6,,
3762,2019,Kern,11,Community-Acquired Pneumonia,,,,,"1,065","640,390",166.3,146.8,,
3763,2020,Kern,11,Community-Acquired Pneumonia,,,,,877,"646,260",135.7,121.5,,
3764,2021,Kern,11,Community-Acquired Pneumonia,,,,,614,"654,271",93.8,83.8,,
3765,2005,Kern,12,Urinary Tract Infection,756,526395,143.6,188.2,,,,,,
3766,2006,Kern,12,Urinary Tract Infection,745,544084,136.9,180.7,,,,,,
3767,2007,Kern,12,Urinary Tract Infection,838,557795,150.2,198.2,,,,,,
3768,2008,Kern,12,Urinary Tract Infection,830,568635,146,192.3,,,,,,
3769,2009,Kern,12,Urinary Tract Infection,893,578043,154.5,202.9,,,,,,
3770,2010,Kern,12,Urinary Tract Infection,961,587730,163.5,213.5,,,,,,
3771,2011,Kern,12,Urinary Tract Infection,939,597565,157.1,203.9,,,,,,
3772,2012,Kern,12,Urinary Tract Infection,966,576340,167.6,209.9,,,,,,
3773,2013,Kern,12,Urinary Tract Infection,890,583929,152.4,189.4,,,,,,
3774,2014,Kern,12,Urinary Tract Infection,882,622019,141.8,182.6,,,,,,
3775,2015,Kern,12,Urinary Tract Infection,654,441243,148.2,179.3,,,,,,
3776,2016,Kern,12,Urinary Tract Infection,,,,,902,"623,722",144.6,143.5,,
3777,2017,Kern,12,Urinary Tract Infection,,,,,842,"629,153",133.8,130.9,,
3778,2018,Kern,12,Urinary Tract Infection,,,,,722,"635,272",113.7,109.8,,
3779,2019,Kern,12,Urinary Tract Infection,,,,,763,"640,390",119.1,113.6,,
3780,2020,Kern,12,Urinary Tract Infection,,,,,569,"646,260",88,86,,
3781,2021,Kern,12,Urinary Tract Infection,,,,,485,"654,271",74.1,72.3,,
3782,2005,Kern,13,Angina without Procedure,234,526395,44.5,54.5,,,,,,
3783,2006,Kern,13,Angina without Procedure,169,544084,31.1,38.1,,,,,,
3784,2007,Kern,13,Angina without Procedure,186,557795,33.3,40.8,,,,,,
3785,2008,Kern,13,Angina without Procedure,152,568635,26.7,32.5,,,,,,
3786,2009,Kern,13,Angina without Procedure,189,578043,32.7,39.6,,,,,,
3787,2010,Kern,13,Angina without Procedure,226,587730,38.5,46.3,,,,,,
3788,2011,Kern,13,Angina without Procedure,155,597565,25.9,31.1,,,,,,
3789,2012,Kern,13,Angina without Procedure,81,576340,14.1,16.1,,,,,,
3790,2013,Kern,13,Angina without Procedure,74,583929,12.7,14.4,,,,,,
3791,2014,Kern,13,Angina without Procedure,77,622019,12.4,14.5,,,,,,
3792,2015,Kern,13,Angina without Procedure,34,441243,7.7,8.5,,,,,,
3793,2005,Kern,14,Uncontrolled Diabetes,72,526395,13.7,15.2,,,,,,
3794,2006,Kern,14,Uncontrolled Diabetes,71,544084,13,14.5,,,,,,
3795,2007,Kern,14,Uncontrolled Diabetes,64,557795,11.5,12.8,,,,,,
3796,2008,Kern,14,Uncontrolled Diabetes,59,568635,10.4,11.5,,,,,,
3797,2009,Kern,14,Uncontrolled Diabetes,91,578043,15.7,17.5,,,,,,
3798,2010,Kern,14,Uncontrolled Diabetes,111,587730,18.9,20.9,,,,,,
3799,2011,Kern,14,Uncontrolled Diabetes,119,597565,19.9,22,,,,,,
3800,2012,Kern,14,Uncontrolled Diabetes,83,576340,14.4,15.4,,,,,,
3801,2013,Kern,14,Uncontrolled Diabetes,76,583929,13,13.9,,,,,,
3802,2014,Kern,14,Uncontrolled Diabetes,54,622019,8.7,9.4,,,,,,
3803,2015,Kern,14,Uncontrolled Diabetes,26,441243,5.9,6.2,,,,,,
3804,2016,Kern,14,Uncontrolled Diabetes,,,,,221,"623,722",35.4,27.6,,
3805,2017,Kern,14,Uncontrolled Diabetes,,,,,208,"629,153",33.1,25.6,,
3806,2018,Kern,14,Uncontrolled Diabetes,,,,,183,"635,272",28.8,22.1,,
3807,2019,Kern,14,Uncontrolled Diabetes,,,,,206,"640,390",32.2,24.6,,
3808,2020,Kern,14,Uncontrolled Diabetes,,,,,162,"646,260",25.1,19.1,,
3809,2021,Kern,14,Uncontrolled Diabetes,,,,,178,"654,271",27.2,20.7,,
3810,2005,Kern,15,Asthma in Younger Adults (Age 18-39),93,243904,38.1,39.3,,,,,,
3811,2006,Kern,15,Asthma in Younger Adults (Age 18-39),93,252994,36.8,38,,,,,,
3812,2007,Kern,15,Asthma in Younger Adults (Age 18-39),135,259578,52,53.8,,,,,,
3813,2008,Kern,15,Asthma in Younger Adults (Age 18-39),121,263891,45.9,47.5,,,,,,
3814,2009,Kern,15,Asthma in Younger Adults (Age 18-39),125,267737,46.7,48.4,,,,,,
3815,2010,Kern,15,Asthma in Younger Adults (Age 18-39),113,271223,41.7,43.2,,,,,,
3816,2011,Kern,15,Asthma in Younger Adults (Age 18-39),124,276305,44.9,46.7,,,,,,
3817,2012,Kern,15,Asthma in Younger Adults (Age 18-39),107,252443,42.4,43.2,,,,,,
3818,2013,Kern,15,Asthma in Younger Adults (Age 18-39),94,256503,36.6,37.3,,,,,,
3819,2014,Kern,15,Asthma in Younger Adults (Age 18-39),77,279164,27.6,28.5,,,,,,
3820,2015,Kern,15,Asthma in Younger Adults (Age 18-39),67,188455,35.6,35.8,,,,,,
3821,2016,Kern,15,Asthma in Younger Adults (Age 18-39),,,,,55,"286,680",19.2,13.6,,
3822,2017,Kern,15,Asthma in Younger Adults (Age 18-39),,,,,78,"288,496",27,19.1,,
3823,2018,Kern,15,Asthma in Younger Adults (Age 18-39),,,,,53,"290,853",18.2,12.8,,
3824,2019,Kern,15,Asthma in Younger Adults (Age 18-39),,,,,42,"292,241",14.4,10.1,,
3825,2020,Kern,15,Asthma in Younger Adults (Age 18-39),,,,,42,"292,710",14.3,10,,
3826,2021,Kern,15,Asthma in Younger Adults (Age 18-39),,,,,25,"296,444",8.4,5.9,,
3827,2005,Kern,16,Lower-Extremity Amputation (Diabetes),99,526395,18.8,23.4,,,,,,
3828,2006,Kern,16,Lower-Extremity Amputation (Diabetes),101,544084,18.6,23.1,,,,,,
3829,2007,Kern,16,Lower-Extremity Amputation (Diabetes),130,557795,23.3,28.9,,,,,,
3830,2008,Kern,16,Lower-Extremity Amputation (Diabetes),109,568635,19.2,23.6,,,,,,
3831,2009,Kern,16,Lower-Extremity Amputation (Diabetes),99,578043,17.1,20.9,,,,,,
3832,2010,Kern,16,Lower-Extremity Amputation (Diabetes),107,587730,18.2,22,,,,,,
3833,2011,Kern,16,Lower-Extremity Amputation (Diabetes),108,597565,18.1,21.7,,,,,,
3834,2012,Kern,16,Lower-Extremity Amputation (Diabetes),92,576340,16,18.2,,,,,,
3835,2013,Kern,16,Lower-Extremity Amputation (Diabetes),103,583929,17.6,20,,,,,,
3836,2014,Kern,16,Lower-Extremity Amputation (Diabetes),108,622019,17.4,20.2,,,,,,
3837,2015,Kern,16,Lower-Extremity Amputation (Diabetes),94,441243,21.3,23.2,,,,,,
3838,2016,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,129,"623,722",20.7,15.4,,
3839,2017,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,182,"629,153",28.9,21.4,,
3840,2018,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,209,"635,272",32.9,24.2,,
3841,2019,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,230,"640,390",35.9,26.3,,
3842,2020,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,248,"646,260",38.4,27.9,,
3843,2021,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,275,"654,271",42,30.5,,
3844,2005,Kern,90,Prevention Quality Overall Composite,8388,526395,1593.5,2019.1,,,,,,
3845,2006,Kern,90,Prevention Quality Overall Composite,8060,544084,1481.4,1885.2,,,,,,
3846,2007,Kern,90,Prevention Quality Overall Composite,8461,557795,1516.9,1927.7,,,,,,
3847,2008,Kern,90,Prevention Quality Overall Composite,8582,568635,1509.2,1910.4,,,,,,
3848,2009,Kern,90,Prevention Quality Overall Composite,8737,578043,1511.5,1904.9,,,,,,
3849,2010,Kern,90,Prevention Quality Overall Composite,8915,587730,1516.9,1899.2,,,,,,
3850,2011,Kern,90,Prevention Quality Overall Composite,9082,597565,1519.8,1892.1,,,,,,
3851,2012,Kern,90,Prevention Quality Overall Composite,8367,576340,1451.7,1732.2,,,,,,
3852,2013,Kern,90,Prevention Quality Overall Composite,8165,583929,1398.3,1656.5,,,,,,
3853,2014,Kern,90,Prevention Quality Overall Composite,7706,622019,1238.9,1516.4,,,,,,
3854,2015,Kern,90,Prevention Quality Overall Composite,6056,441243,1372.5,1576.8,,,,,,
3855,2016,Kern,90,Overall Composite,,,,,"7,223","623,722",1158,1011.4,,
3856,2017,Kern,90,Overall Composite,,,,,"7,658","629,153",1217.2,1052,,
3857,2018,Kern,90,Overall Composite,,,,,"7,188","635,272",1131.5,968.9,,
